NberID|Text
w12994|This paper characterizes the relationship between consumption and income variability in a class of private information models with asset accumulation and uses this characterization to derive some of their empirical implications. Interest in these models is partly motivated by the empirical rejection of simpler approaches, including the hypothesis of complete insurance markets and models where the only insurance available to agents is self insurance, such as simple versions of the life cycleff permanent income hypothesis. Our approach enables us to interpret some of the results in the literature (and those we present below) as providing evidence on the market structure facing economic agents.
w3822|A commonly observed feature of law enforcement is what we shall call self-reporting of behavior -- the reporting by parties of their own harm-producing actions to an enforcement authority. For example, firms frequently report on their behavior In the context of environmental and safety regulation, Individuals Involved In accidents causing Injury to others often report this to the police, and even those who commit crimes sometimes confess their acts to the authorities. Presumably, parties voluntarily report on their behavior because they fear more severe treatment If they do not.1 What are the social advantages of self-reporting that may help to explain Its use In law enforcement? More broadly, how does self- reporting fit In the theory of the control of harmful externalities? The literature on controlling externalities, dating from Plgou (1918), suggests that activities that create harm be taxed, but does not emphasize the costs of Identifying parties who cause harm. The more recent literature on law enforcement, however, Investigates the control of harmful activities when It Is costly to Identify the parties responsible for causing harm.
w2792|Virtually every country that taxes income imposes a capital gains tax only upon the realization of gains rather than on accrual. Though countries vary with respect to indexing for inflation and the relative tax rates on capital gains and ordinary income, the realization-based tax system sets capital gains taxation apart from other forms of taxation and is associated with a variety of economic distortions. The most frequently discussed problem arising from taxing capital gains upon realization is the "lock-in" effect, the desire to hold appreciated assets in order to defer taxes on gains already accrued. This effect leads investors to accept a lower rate of return before-tax than they would for new investments without such accrued gains, resulting in a distorted allocation of capital and inefficient portfolio selection. As an illustration of the lock-in effect, consider a simple two-period example in which an investor, having accrued a first-period gain, g, must decide whether to realize the gain and reinvest at the safe rate of return, i, or hold the asset for an additional, safe rate of return r.
w0677|This paper provides quantitative estimates of the output, price, interest rate, and exchange rate linkages among a number of countries. The econometric model that is used for this purpose is described in Fair (1981), and the present paper is an extension of this work. The linkages are examined by changing various policy variables in the model and observing the resulting changes in the endogenous variables. The results of ten experiments are reported.
w4093|Standard models of international asset trade lack mechanisms linking an economy's long-run output growth rate to its financial openness. Within such models the gains from asset trade, at least between industrial economies, typically are estimated to be quite modest under common specifications of individuals' preferences.1 The contribution of this paper is a simple model of global portfolio diversification in which a link between growth and financial openness emerges very naturally. Within this model, an economy that opens its asset markets to trade may experience an increase in expected consumption growth and a substantial rise in national welfare. Recent analyses of economic growth due to Romer (1986, 1990), Lucas (1988), and others explore mechanisms through which growth rates are endogenously determined by technological parameters, intertemporal preferences, market structures, and government policies. Extensions of these mechanisms to multi-economy frameworks, notably those contained in the treatise by Grossman and Helpman (1991), show that international trade in goods may accelerate or slow growth by shifting resources among alternative productive uses. The model set out below pursues this line of approach, showing that a pure expansion of opportunities for trade across states of nature may itself promote resource reallocations favorable to long-term economic growth.
w7847|This paper is a statistical analysis of the manner in which the Federal Reserve System (the Fed) determines the level of short-term interest rates in the US. In particular, we study when and how the Fed decides to change the level of the Federal funds rate target, one of the most publicized and anticipated indicators for financial markets all over the world. The target (for short) is an internal objective that is unilaterally set by the Chairman of the Federal Reserve System in compliance with the directives agreed upon at the Federal Open Market Committee (FOMC) meetings. The target is used by the Trading Desk of the Federal Reserve Bank of New York as a guide for the daily conduct of open market operations.
w8272|The laws of many countries in the world originate in those of England and France. Legal systems based on the laws of England are typically described as belonging to the common law tradition, while those based on the laws of France as belonging to the civil, or Roman, law tradition1. Structurally, the two legal systems operate in very different ways: civil law relies on professional judges, legal codes, and written records, while common law on lay judges, broader legal principles, and oral arguments.
w12618|The goal of this paper is to develop a test for the optimal level of unemployment insurance using a minimal amount of economic theory and a minimal amount of data. We approach this by studying a risk-averse worker in a sequential job search setting (McCall, 1970). Our main theoretical insight is that the worker's after-tax reservation wage---the difference between her reservation wage and the tax needed to fund the unemployment insurance system--- encodes all of the relevant information about her welfare. This is true regardless of whether workers are able to borrow and lend to smooth their consumption, or whether they must live hand-to-mouth. Intuitively, the after-tax reservation wage tells us the take-home pay required to make a worker indifferent between working and remaining unemployed. Since take-home pay translates directly into consumption, it is a valid measure of the worker's utility. Given the simplicity of the argument, it should not be surprising that this insight turns out to be robust to many variations of our basic model. To prove this result, we develop a formal dynamic model of job search with risk-aversion. Workers draw wages from a known distribution and accepted jobs last for a fixed amount of time. In order to abstract from wealth effects, we assume workers have constant absolute risk aversion (CARA) preferences.
w4857|How should an investor's attitude toward risk influence the composition of his portfolio? A simple and elegant answer to this question comes from the mutual-fund separation theorem. This theorem, a building block of the most basic Capital Asset Pricing Model, is taught regularly to undergraduates and business students. According to the theorem, more risk averse investors should hold more of their portfolio in the riskless asset. The composition of risky assets, however, should be the same for all investors. Popular financial advisors appear not to follow the mutual-fund separation theorem. When these advisors are asked to allocate portfolios among stocks, bonds, and cash, they recommend more complicated strategies than indicated by the theorem. Moreover, these strategies differ from the theorem in a systematic way. According to these advisors, more risk averse investors should hold a higher ratio of bonds to stocks. This advice contradicts the conclusion that all investors should hold risky assets in the same proportion.
w4508|Priest and Klein (1984) have advanced a theory to explain the selection of cases for trial.' In their model, cases go to trial if the parties are overly optimistic about their prospects of success; that is, if the difference between plaintiff and defendant estimates of the plaintiffs expected judgment exceeds the difference between trial costs and settlement costs. The limiting implication of their model is that, with equal stakes to the parties, as the fraction of cases going to trial approaches zero (either because plaintiff or defendant uncertainty about trial outcomes declines or because trial costs increase) plaintiff win rates at trial will approach 50 percent.
w6863|The extraordinary growth of the Internet in the last few years, from fewer than 5 million users in 1993 to 62 million in 1997 (Department of Commerce, 1998), has led some to speak of the birth of a "world without borders," where free communication, competitive markets, and extensive comparison shopping are a matter of course (see The Economist, 1997a; Hof, 1998; Pouliot, 1998). This apparent lack of geography in cyberspace, however, has raised some difficult issues regarding government policy toward the "new" economy, particularly regarding tax policy.
w2546|This paper exaJnines the effects of the level and length of unemployment insurance (UI) benefits on unemployment durations. The paper particularly studies individual behavior during the weeks just prior to when benefits lapse. Higher UI benefits are found to have a strong negative effect on the probability of leaving unemployment. However, the probability of leaving unemployment rises dramatically just prior to when benefits lapse. When the length of benefits is extended, the probability of a spell ending is also very high in the week benefits were previously expected to lapse. Individual data are used with accurate information on spell durations, and the level and length of benefits. Semiparametric estimation techniques are used and compared to alternative approaches. The semiparametric approach yields more plausible estimates and provides useful diagnostics. 2. Theory Unemployment behavior with finite duration UI has been analyzed in several ways. Mortensen (1977) uses a dynamic search model. In his model, individuals maximize the present value of expected utility, where utility is a function of income and leisure.
w8403|This paper seeks to understand the observed inertial behavior of inflation and persistence in aggregate quantities. To this end, we formulate and estimate a dynamic, general equilibrium model which incorporates staggered wage and price contracts. We use our model to investigate what mix of frictions can account for the evidence of inertia and persistence. For this exercise to be well defined, we must characterize inertia and persistence precisely. We do so using estimates of the dynamic response of inflation and aggregate variables to a monetary policy shock. With this characterization, the question that we ask reduces to: 'Can models with moderate degrees of nominal rigidities generate inertial inflation and persistent output movements in response to a monetary policy shock?'1 Our answer to this question is, 'yes'. The model that we construct has two key features. First, it embeds Calvo style nominal price and wage contracts.
w7180|A basic first-order condition holds that firms invest in produced capital to the point that its discounted return is equal to its production cost. How effective are firms in satisfying this condition? The endogenous investment hypothesis considered in this paper holds that the condition applies as a workable approximation, if not from year to year, at least over longer periods. Under the reasonable assumption that the securities issued by a firm are claims on its capital and therefore have a total value equal to the value of the capital, the observed value of the securities reveals the quantity of capital. The endogenous investment hypothesis implies that securities markets provide a way to measure intangible capital accumulated by the corporate sector, where both the flow of investment and the stock of capital are not directly observed. There are good reasons to believe that otherwise unmeasureable intangible capital is an important part of the capital of a modern economy. The endogenous investment hypothesis involves more than the proposition that the stock market capitalizes future shareholder returns.
w1648|Two major approaches to the study of unemployment have been followed. The equilibrium model assumes that real wage rates instantaneously adjust so as to bring the supply and demand of labor into equality. Unemployment is a consequence of erroneous expectations, andffor intertemporal labor supply substitution, andffor government policies such as unemployment insurance."'" In contrast, the disequilibrium model allows for the possibility that the real wage may fail to equate the supply and demand of labor. Unemployment occurs when the quantity of labor supplied exceeds the quantity demanded at the going real wage. Typically, in these models it is assumed that the observed quantity of labor during any given period is the minimum of the quantity demanded and the quantity supplied. In the United States, most empirical work has followed the equilibrium paradigm.
w6220|Most research on rent control has focused on the extent to which rent control causes undersupply in the housing market (eg Olson, 1972, Fraser Institute, 1975, Downs, 1988, Gyourko and Linneman, 1989). Scholarly work on the minimum wage and other price controls has similarly focused on the effects of these controls on the overall quantity of jobs or goods (eg Card and Krueger, 1995, Murphy and Welch, 1996). The basic welfare analysis of price control, shown in Figure 1, is at this point a canonical ingredient of most introductory microeconomics classes. Most discussions of rent control limit themselves to the social costs of undersupply.
w11924|By the early eighties, after nearly two terms in congress, Senator Pete W. Domenici (R- NM) had made a name for himself. “He was a gray, pragmatic fiscal and social conservative who opposed abortion, gun control and same-sex marriage and supported school vouchers, tax cuts and mandatory three-strikes sentencing. He was no bleeding heart, no cause pleader.” 1 That is until the withdrawn, indecisive and confused behavior of his daughter Clare was diagnosed as atypical schizophrenia. Now Domenici is Congress’ leading advocate for health insurance parity for mental illness. He is not alone. Domenici built a multiparty coalition that has included five legislators, all of whose lives have been touched by mental illness. Senator Paul Wellstone’s (D-MN) older brother was severely mentally ill.
w4693|This paper offers a theory that incorporates the price rigidities essential to explain exchange-rate behavior without sacrificing the insights of the intertemporal approach to the current account. Until now, thinking on open-economy macroeconomics has been largely schizophrenic. Most of the theoretical advances since the late 1970s have been achieved by assuming away the awkward reality of sticky prices and instead developing the implications of dynamic optimization by the private sector. While the intertemporal approach has proved valuable for some facets of current-account analysis, many of the most fundamental problems in international finance cannot be seriously addressed in a setting of frictionless markets. Because the newer paradigm seems so ill-equipped to explain, for example, the effects of macroeconomic policies on output and exchange rates, empirical practitioners and policymakers have not yet been persuaded to abandon traditional aggregative Keynesian models. While the time-tested appeal of these models is undeniable, their lack of microfoundations presents problems at many levels. They ignore the intertemporal budget constraints central to any coherent picture of the current account and fiscal policy. They provide no clear description of how monetary policy affects production decisions.
w1785|A competitive firm equates its marginal cost to the market price of Its product. The equality of marginal cost and price Is a fundamental efficiency condition for the allocation of resources. When the condition holds, the purchasers of the product equate their marginal rates of substitution to the corresponding marginal rates of transformation. By contrast, under monopoly or oligopolyÂ» the allocation of output will be inefficient because price will exceed marginal cost. This paper derives and implements a method for estimating the ratio of price to marginal cost. The method Is different from the one used In most previous lnvestlgatlons-lnstead of assuming profit maximization and estimating the slope of the demand schedule (as In Rosse (1970)), it looks at actual changes in costs. Further, the method makes no assumptions about the cost function; it is completely nonparametrlc. In its simplest form, it estimates the ratio of price to marginal cost directly from data on price, output, and the quantities and prices of inputs. This form proves an exact basis for a test of the hypothesis that price equals marginal cost. It also can provide the basis for estimation in a non-competltlve setting when it Is plausible that price is a constant markup over marginal cost, as It would be for a seller facing a demand schedule with constant elasticity.
w4312|The tendency of different firms within an industry to cluster together has been noted at least since Marshall [1961 (1890)], for whom this tendency was a powerful testament to the existence of economies of agglomeration. Because these agglomerated industries sometimes form the nuclei of cities it is convenient to refer to them as "city-industries".1 Contemporary economists interested in understanding the economics of city-industries have brought them under the heading of economic behavior that displays strategic complementarities: an agent is better off when other agents choose the same action that he does, rather than being worse off due to increased competition. Models of this type of behavior, admirably surveyed by Krugman [1991a], typically display multiple equilibria. This property is alleged in the recent work of Arthur [1990] and Krugman [1991b] to extend to city-industries, where the equilibria are locations in different regions of the same country or in different countries entirely. This same work attempts to demonstrate that "history" plays a large role in determining which equilibrium is actually chosen as the outcome. In Arthur's model, firms enter the industry in sequence. Each firm chooses a location on the basis of how many firms are there at the time of entry and a random vector that gives the firm's tastes for each possible location.
w1793|The economic approach to fertility has emphasized the effects of parents' income and the cost of rearing children. The most important determinants of cost have been employment opportunities of children, the value of parents' time spent on child care, monetary and psychological costs of avoiding births through abstinence and birth-control methods, and the interaction between the "quality" and quantity of children. With the exception of work by Richard Easterlin (1973) and a few others (eg, Becker [1981, Chapter 7]), studies that use an economic approach have neglected the analytical links between decisions by different generations of the same family. Moreover, despite Malthus's famous precedent, fertility has not been Integrated with the determination of wage rates, Interest rates, capital accumulation, and other macro variables (exceptions include Razin and Ben Zion [1975] and Willis [1985]).
w2279|The asymmetric treatment of gains and losses by the corporate income tax has figured prominently in many areas of research about the effects of taxation on firm behavior. One theory of capital structure has focused on the limited deductibility of marginal interest payments to explain the existence of optimal interior debt-equity ratios (DeAngelo and Masulis 1980). Another area of research has considered the impact of the limited loss offset mechanism on the cost of capital and investment incentives (Auerbach 1983, 1986, Cooper and Franks 1983, Majd and Myers 1985, Mayer 1986, Mintz 1985).
w3325|One of the most surprising features of the process of economic growth is the wide cross-country dispersion in average rates of growth. In the post-war period countries like Japan. Brazil and Gabon saw their level of per capita income expand at a fast pace while other nations experienced no significant change in their standard of living. This paper studies a class of growth models in which cross-country differences in economic policy can generate this type of heterogeneity in growth experiences. In these models certain policy variables, such as the rate of income tax. affect the economy's rate of expansion through a simple mechanism: an increase in the income tax rate decreases the rate of return to the investment activities of the private sector and leads to a permanent decline in the rate of capital accumulation and in the rate of growth.
w9171|Throughout history, hate-filled individuals have paid huge personal costs to impose even larger costs on others. The destruction of the World Trade Center is only the latest example of massive, self-sacrificing violence fueled by the hatred of members of one group towards another group.1 But hatred, which I take to mean the willingness to sacrifice personally to harm others, is as variable as it is powerful. Before 1945, Franco-German hatred was a regular feature of European life. It is no longer. Racial discrimination may be a pervasive feature of American society, but actual hatred of African-Americans was ubiquitous only in the South and only between 1865 and 1970. While anti-Semitism still exists, the virulent hatred of Jews that was dominant in the 1930s has not been widespread in the western democracies since World War II.
w0885|The standard model of optimal growth, interpreted as a model of a market economy with infinitely long-lived agents does not allow separation of the savings decisions of agents from the investment decisions of firms. Investment is essentially passive: the "one good" assumption leads to a perfectly elastic investment supply; the absence of installation costs for investment leads to a perfectly elastic investment demand. On the other hand, the standard model of temporary equilibrium used in macroeconomics, such as the Metzler [6] model for example, .
w1231|The Food Stamp program in the United States has grown into one of the largest noncategorical income maintenance programs run by the Federal government. In 1982 nearly $11 billion worth of stamps were paid out to households containing 22 million members. Food Stamps have become the negative income tax that was never enacted. They are generally available, offer a minimum guarantee, and are reduced by some fraction (now .82) for each dollar of additional countable income the household obtains from other sources. Unique among income maintenance programs, Food Stamp benefits are paid not in the form of checks, cash, or reimbursements to vendors, but rather in the form of specially printed Stamps that eligible recipients obtain at certified disbursement outlets near their homes. These stamps in turn are used to purchase qualifying commodities.
w19900|Intangible capital is an important factor of production in modern economies. It is rarely introduced in business cycle models, however, perhaps because it is assumed to have little impact on the short-run dynamics of macroeconomic variables, or viewed as too difficult to measure. In this paper, we present preliminary results showing that intangible capital can have a substantial impact on business cycle dynamics, and offer some new empirical evidence relating to our theory.
w5024|The overall sex gap in wages can be broken into an across-occupation and a within-occupation component. The sex gap related to across-occupation segregation has alternatively been attributed to human capital investment (Polachek, 1981), preferences (Daymont and Andrisani, 1984), and employment discrimination (Beller, 1982; Bergmann, 1974). The sex gap that remains within occupations may reflect pure pay discrimination between men and women working alongside one another. Or it may reflect segregation across jobs, within occupations, sometimes called "vertical segregation" (Berch, 1982).1 Such segregation may arise for the same reasons as segregation across occupations. In this paper we investigate the role of discrimination in vertical segregation among waiters and waitresses.
w2642|If markets were complete and perfect, or if there was some other institution or mechanism that implemented a full information pareto optimal consumption allocation, then individuals' consumption would vary only with aggregate consumption and would not respond to idiosyncratic variations in income or wealth. This proposition can be viewed as a cross sectional counterpart to the permanent income hypothesis: perfect insurance implies that consumption growth should not vary across individuals in response to idiosyncratic shocks, just as perfect asset markets imply that an individual's consumption should not vary over time in response to temporary shocks in income. At face value this is a ludicrous proposition: the consumption of state lottery winners certainly rises, even when aggregate consumption declines. However, it is not so obvious that the proposition is ludicrous for shocks that are important to macroeconomists: when an consumer loses his job, gets sick, works in an industry that suffers a loss in demand, etc., does that consumer suffer a loss of wealth, revealed in his consumption choice? Or are such shocks effectively insured, either by formal institutions such as unemployment and disability insurance, or by the network of informal institutions that can proxy for insurance, including gifts and "loans" from relatives, friends and neighbors, "labor hoarding" or other implicit insurance on the part of employers, local or national charities, etc.
w9492|The potential economic benefits from replacing the current income tax system with a flat (proportional) consumption tax system have generated a considerable amount of attention in recent years. Examples of a flat consumption tax include a value-added tax (VAT) in many European nations as well as a national retail sales tax that is gaining attention in the United States as a possible substitute tax base. Replacing the current income tax system with a revenue-neutral flat consumption tax would (i) flatten tax rates, (ii) tax consumption rather than wage and capital income, and (iii) eliminate all tax-base reductions (preferences) contained in current law.
w6901|Workers differ in ability. Whereas some like Michael Jordan and Luciano Pavarotti have special talents that are useful only in certain occupations, most of the variation in ability is more general in nature. Individuals who are endowed with high intelligence, good health, and ample energy, and those who have had the benefit of a supportive upbringing and a quality education are potentially more productive in a wide range of activities than those who have been less fortunate along some or all of these dimensions. One of the most important functions of the labor market is to allocate the heterogenous pool of talent to the different sectors of the economy. In a world of perfect labor contracts (and competitive firms, complete markets, etc.), the allocation of talent would be efficient.
w11014|In a democracy, the majority rules. Often, this means that policy choices reﬂect more the preferences of some citizens than others. This feature of democracy–popularly known as “tyranny of the majority”–arises in institutional settings in which elected officials represent disproportionately the interests of their own constituents and electees who represent the minority have limited means to inﬂuence policy. In this paper, we argue that tyranny of the majority imparts a protectionist bias to democratic politics. This is so even when the average citizen covets free trade and when every citizen has an equal probability of being represented in the policymaking process. By “protection” we mean policies that favor quasi-fixed factors of production.
w1237|Analysis of retirement behavior has progressed rapidly from the estimation of reduced form equations which were linked only loosely, if at all, to any theoretical framework, to the structural analysis presented In the path-breaking study by Roger Gordon and Alan Blinder (1980). Much of this progress reflects the increasing feasibility of estimating structural models directly using maximum likelihood techniques. However, the usefulness of this approach depends, as always in econometrics, on the armraâffirsâ¬ the underlying model. It is our contention that there remain serious problems in the specification of these models which must be remedied before we have an estimated structural model accurately depicting the retirement decision. The purpose of this paper is to estimate a more appropriately specified model and to assess how the improved specification affects the estimates. Previous work has had problems in two broad dimensions of specification which will be addressed in this paper.1 First, available structural retirement models misrepresent the choices facing older workers.
w3599|Why do different countries—or the same country in different periods—grow at such different rates? And what is the role of income distribution in the growth process? To answer these old questions, we belive one should explain why growth-promoting policies are or are not adopted. In this paper we try to do just that by combining insights from two recent strands of literature, namely the theory of endogenous growth and the theory of endogenous policy. We can summarize our tentative conclusion in a simple aphorism: inequality is harmful for growth. The arguments that lead us to this aphorism run as follows. Economic growth is largely determined by the accumulation of knowledge usable in production.
w7048|The goal of this paper is to analyze a model to explain consumption by couples. It is an extension of the model for singles by Yaari (1965), and therefore emphasizes the role of mortality risk. It also allows for a what I call a "true" bequest motive, bequeathing by a couple to the next generation, or at least to others outside of their own two-person household. The distinction between a true bequest motive and simply the provision for a surviving spouse is important because the surviving spouse is the extension of the original household, and the survivor had a direct influence in choosing the consumption by the couple when the deceased spouse was alive. This makes the situation very different from a true bequest where the bequest depends at least partly on motives other than purely selfish consumption and where the bequeathed has no direct control on the consumption by the household.
w3431|Since the time of Modigliani and Miller's famous irrelevance theorem, economists have devoted much effort to relaxing the theorem's assumptions in order to understand the real-world trade-offs between debt, equity and other corporate financial instruments. In particular, literatures have developed that explain financial structure as an attempt to reduce taxes (see, eg, Modigliani and Miller (1963) and Miller (1977)); as a signaling device (see, eg, Leland-Pyle (1977) and Ross (1977)); as a bonding device (see, eg, Grossman-Hart (1982) and Jensen (1986)); as a way of completing markets (see, eg, Stiglitz (1974) and Allen-Gale (1988)); or as a device for dividing up control rights between various claimant groups (see, eg, Aghion-Bolton (1988), Hart-Moore (1989), Bolton-Scharfstein (1990), Diamond (1989), Harris-Raviv (1989) and Zender (1989)).
w6106|Understanding the role of genetic and family background factors is a critical component of most public policy discussions about the effectiveness of investments in education. Attempts to understand the influence of schooling on the increased income inequality observed in recent years have heightened the concern with these issues.^ Publication of the influential Bell Curve [1994], with its claim that genetic endowments predetermine income, has made attempts to understand these issues even more urgent.
w0468|It is conventional to assess the merits of alternative public policies in terms of a trade-off between equity and efficiency. In practice, however, a change in, say,the tax system involves three effects. First, it may have incentive or disincentive effects leading to efficiency gains or losses. Secondly, it may alter the distribution of welfare levels. Thirdly, it may alter the ranking of individuals (or households) within the distribution. These three effects correspond to efficiency, vertical equity, and (certain aspects of) "horizontal equity" respectively, and any assessment of a tax change must take into account all three. The principal assumption of this paper is that the government is concerned about the trade-off between these three effects. The introduction of changes in the ranking into the evaluation of a distribution is an example of how non-utility considerations may enter social rankings (See Sen (1979) and Pattanaik (1980)).
w16388|International trade has been liberalized dramatically since the end of World War II. According to WTO estimates, the average ad valorem tariff on manufacturing goods has been reduced from over 40 percent to below 4 percent during this time period. This dramatic liberalization was largely the result of a sequence of successful rounds of trade negotiations governed by the General Agreement on Tariffs and Trade (GATT) and its successor the World Trade Organization (WTO).1 The GATTffWTO is an institution regulating trade negotiations through a set of prenegotiated articles. The principles of reciprocity and nondiscrimination are usually considered to be the essence of these articles.
w9528|Many economic activities are agglomerated: people are crowded into a small fraction of the Earth's land mass; individual industries are geographically concentrated; trading is concentrated in a few marketplaces. The standard way to account for concentration (and the arbitrariness of where activity concentrates) has been to propose "tipping models" with three equilibria: one with most activity at location A; one with most activity at B; and an unstable "knife-edge" equilibrium with exactly half of the activity in each market. At the core of most models of agglomeration is some type of increasing returns or "scale effect" that favors the emergence of a single dominant site. In some of these models, all agents are ex-ante identical, and they all prefer to be part of the larger market.
w13104|Financial development accelerates economic growth and improves economic performance to the extent that it facilitates the migration of funds to the best user, ie to the place in the economic system where the funds will earn the highest social return, noted Goldsmith (1969, p. 400) some thirty five years ago. Ever since then, economists have been developing theories and searching for empirical evidence connecting financial and economic development together. Information production plays a key role in this process of steering of funds to the highest valued users in two ways. First, intermediaries collect and analyze information about potential investments before funds are committed by savers. Second, after savers have devoted their funds to investment, intermediaries monitor the activities of borrowers to ensure that the best return is attained.
w16988|Consumers are heterogenous in many ways including preferences, income, transportation cost and storage costs. Consumer heterogeneity generates incentives for firms to price discriminate. When consumer types are unobservable firms rely on various screening mechanisms to achieve separation. Empirically, we know little about the potential benefits from price discrimination in actual settings, or how well various screening mechanisms work. Furthermore, the impact of price discrimination on welfare, especially in an oligopoly setting, is theoretically unclear. The goal of this paper is to empirically study the role of intertemporal price discrimination in storable goods markets. In these markets, temporary price reductions (sales) can be a way to separate between consumers based on their ability to store. We estimate preferences, and use the estimates to test whether sales can be driven by price discrimination.
w11971|In recent years there has been considerable progress in developing structural models of inﬂation and output dynamics. A common aspect of this approach is to begin with the individual firm’s price setting problem, obtain optimal decision rules, and then aggregate behavior. The net result is a simple relation for inﬂation that is much in the spirit of a traditional Phillips curve: Inﬂation depends on a measure of real activity as well as expectations of the future. In addition to its forward-looking nature, this relationship also differs from the traditional Phillips curve in that all the coefficients are explicit functions of the primitives of the model. To date, these new Phillips curves (often grouped under the heading of “New Keynesian”) reﬂect a pragmatic compromise between theoretical rigor and the need for empirical tractability.
w9729|If you want to sell something, it helps to be close to your customers. This truism leaves unanswered the question why proximity to one's market is good for business. The answer given by economic geography is very simple: transportation costs are increasing in distance, so it is more costly to deliver products to consumers far away than to those near the production location. With mobile factors of production, this "market access" motive leads to agglomeration near the source of final demand. When factors cannot move, remote factors will be paid less in equilibrium than those that are fortunate enough to be located near their customers.
w15602|Every year a large number of convicted criminals are sent to prison. Given that prisons are expensive to build and run, and often involve cruel treatment of fellow citizens, possibly contributing to the conversion of inmates into =hardened criminals, it is unsurprising that alternatives to imprisonment have been tried out. One of the more intriguing experiments in this area is the substitution of incarceration for electronic monitoring (EM).1 =Tagging, as it is also sometimes called, involves fitting offenders with an electronic device (typically on the ankle) that can be monitored remotely by employees of a correctional facility who can verify whether the individual is violating a set of pre-established conditions. The most common of these conditions is to stay at home, although in some cases a provision for attending work or school is included. By 2007, more than 250,000 people in the US and Europe alone had been =treated with electronic monitoring, in spite of the obvious complexity of a full cost-benefit analysis. In this paper we seek to contribute to an evaluation of electronic monitoring (and more broadly to the debate about the effectiveness of using prisons) by providing one of the estimates needed for such an exercise: the difference between the recidivism rate of offenders formerly under electronic monitoring and the recidivism rate for offenders released from a standard prison. 1 See, for example, the discussions in Schwitzgebel (1969), Petersilia (1987), Schmidt and Curtis (1987), Morris and Tonry (1990), Tonry (1998), and Payne and Gainey (1998). Theoretically, the difference in these two recidivism rates is ambiguous. On the one hand, specific deterrence theory suggests that spending time under electronic monitoring rather than incarceration might make low punishment salient, implying a positive relationship between light punishment (electronic monitoring) and ulterior recidivism. On the other hand, several theories point out to a negative relationship. For example, imprisonment might be criminogenic through harsh prison conditions or peer effects that are not present under electronic monitoring. In particular, electronic monitoring could prevent contact with hardened criminals, or reduce the perception that society is =mean and =deserving of the crime it receives (one variation is in Sherman and Strang, 2007). Moreover, electronic monitoring could differ from prison in its effect on the improvement of skills (social, applied or cognitive) and labor market prospects.2 A simple comparison of recidivism rates across the prison and electronic monitoring samples, however, is typically unlikely to be very informative. There are at least two practical empirical problems in trying to derive a causal estimate, one of which can be called a problem of selection and the second a problem of differential risk of the target population.
w0335|In a number of recent papers (Kareken, Muench and Wallace [1973], LcRoy [1975], Friedman [1975, 1977], Woglom [1979], Black [1976, 1977], Boyer [1978] Roper and Turnovsky [1978], Siegel [1978] and Woglom [1979]), the ability of the policy authorities to stabilize the economy has been shown to depend in an important way on the extent to which the current value of the policy instrument(s) can be made a function of current random disturbances---more precisely of the innovations in these disturbances. This issue is especially important for financial policy and foreign exchange market intervention and exchange rate management. Financial policy instruments, be they financial asset stocks, interest rates or exchange rates can be adjusted virtually continuously and costlessly. Some financial market data (eg, exchange rate observations, stock prices and transactions in government debt) are observable and available on a fairly current basis. Such currently observable data provide information about the sources of random shocks to the economy. Financial policy should be conducted in such a way as to extract the information contained in observable financial market data and exploit it in achieving the authorities' stabilization objectives. In this paper I evaluate the effect of general linear policy rules on the behavior of a number of stochastic linear rational expectations models. This extends the analysis of Aoki and Canzoneri [1979] who only consider feedback policy.
w2914|The recent depreciation of the dollar has been accompanied by a dramatic increase in foreign direct investment (FDI) in the US. According to many business people and members of the press, the link between these two phenomena is an obvious one: a weak dollar makes certain US assets seem cheap to foreigners, who hold their wealth in other currencies. This story is often told with either an implicit or explicit warning about the unfavorable welfare effects involved in such a "fire sale" of US assets.
w17546|Neoclassical growth theory establishes a presumption that countries with access to identical technologies should converge to a common income level. Countries that are poorer and have higher marginal productivity of capital should therefore grow faster in the transition to the long-run steady state. However, empirical work has not been very kind to this proposition. There is no tendency for poor countries to grow faster than rich ones, over any reasonably long time horizon for which we have data (see Figure 1).1 Whatever convergence one can find is conditional: it depends on policies, institutions, and other country-specific circumstances. The only exceptions to the rule seem to be statesffregions within a unified economy such as the United States (Barro and Sala-i-Martin, 1991).2 If growth rates are characterized by conditional instead of unconditional convergence, economies will tend towards different levels of income in the long-run.
w2280|A common assumption in empirical macroeconomics is that behavior can be summarized in terms of a representative agent. To the extent that this assumption is violated, aggregate equations are misspecified. If the income and age distributions of the population are fairly constant across time, the misspecification due to the representative agent assumption may be small and not of much concern. A striking feature of the post-war US society, however, has been the baby boom of the late 1940's and the 1950's and the subsequent falling off of the birth rate in the 1960's.
